         5843070 function calls (5703559 primitive calls) in 37.199 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     4169    0.011    0.000    0.138    0.000 <frozen importlib._bootstrap>:403(cached)
     3888    0.011    0.000    0.015    0.000 <frozen importlib._bootstrap>:416(parent)
     2157    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:424(has_location)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:433(spec_from_loader)
     2157    0.045    0.000    0.223    0.000 <frozen importlib._bootstrap>:504(_init_module_attrs)
2157/2153    0.020    0.000    0.417    0.000 <frozen importlib._bootstrap>:576(module_from_spec)
     2590    0.014    0.000    0.022    0.000 <frozen importlib._bootstrap>:58(__init__)
    13/12    0.000    0.000    0.137    0.011 <frozen importlib._bootstrap>:634(_load_backward_compatible)
   2170/2    0.038    0.000    7.428    3.714 <frozen importlib._bootstrap>:663(_load_unlocked)
        1    0.000    0.000    0.113    0.113 <frozen importlib._bootstrap>:686(_load)
     2575    0.004    0.000    0.005    0.000 <frozen importlib._bootstrap>:719(find_spec)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:740(create_module)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(exec_module)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:765(is_package)
     5038    0.027    0.000    0.034    0.000 <frozen importlib._bootstrap>:78(acquire)
     2569    0.008    0.000    0.013    0.000 <frozen importlib._bootstrap>:792(find_spec)
     8911    0.024    0.000    0.036    0.000 <frozen importlib._bootstrap>:855(__enter__)
     8911    0.027    0.000    0.040    0.000 <frozen importlib._bootstrap>:859(__exit__)
     1198    0.005    0.000    0.009    0.000 <frozen importlib._bootstrap>:873(_find_spec_legacy)
     2575    0.070    0.000    0.769    0.000 <frozen importlib._bootstrap>:882(_find_spec)
   2604/2    0.039    0.000    7.429    3.715 <frozen importlib._bootstrap>:948(_find_and_load_unlocked)
   2604/2    0.044    0.000    7.430    3.715 <frozen importlib._bootstrap>:978(_find_and_load)
      132    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(__init__)
      132    0.001    0.000    0.163    0.001 <frozen importlib._bootstrap_external>:1040(create_module)
  132/111    0.001    0.000    0.172    0.002 <frozen importlib._bootstrap_external>:1048(exec_module)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1087(_find_parent_path_names)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1097(_get_parent_path)
        2    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1101(_recalculate)
        2    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1114(__iter__)
      300    0.005    0.000    0.027    0.000 <frozen importlib._bootstrap_external>:1190(_path_hooks)
     3191    0.009    0.000    0.036    0.000 <frozen importlib._bootstrap_external>:1203(_path_importer_cache)
2570/2569    0.042    0.000    0.583    0.000 <frozen importlib._bootstrap_external>:1240(_get_spec)
     2569    0.013    0.000    0.596    0.000 <frozen importlib._bootstrap_external>:1272(find_spec)
      301    0.004    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:1319(__init__)
     2408    0.004    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1325(<genexpr>)
       49    0.000    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:1339(find_loader)
     2152    0.017    0.000    0.055    0.000 <frozen importlib._bootstrap_external>:1351(_get_spec)
     3078    0.108    0.000    0.505    0.000 <frozen importlib._bootstrap_external>:1356(find_spec)
      301    0.004    0.000    0.016    0.000 <frozen importlib._bootstrap_external>:1404(_fill_cache)
      301    0.003    0.000    0.022    0.000 <frozen importlib._bootstrap_external>:1445(path_hook_for_FileFinder)
     4038    0.067    0.000    0.206    0.000 <frozen importlib._bootstrap_external>:271(cache_from_source)
     2150    0.015    0.000    0.127    0.000 <frozen importlib._bootstrap_external>:369(_get_cached)
     3078    0.004    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:40(_relax_case)
     2019    0.009    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:401(_check_name_wrapper)
       49    0.000    0.000    0.015    0.000 <frozen importlib._bootstrap_external>:421(_find_module_shim)
     2019    0.016    0.000    0.030    0.000 <frozen importlib._bootstrap_external>:438(_classify_pyc)
     2019    0.012    0.000    0.028    0.000 <frozen importlib._bootstrap_external>:471(_validate_timestamp_pyc)
     6057    0.017    0.000    0.027    0.000 <frozen importlib._bootstrap_external>:51(_r_long)
     2019    0.020    0.000    0.319    0.000 <frozen importlib._bootstrap_external>:523(_compile_bytecode)
    17743    0.084    0.000    0.249    0.000 <frozen importlib._bootstrap_external>:56(_path_join)
     2152    0.023    0.000    0.034    0.000 <frozen importlib._bootstrap_external>:574(spec_from_file_location)
    17743    0.086    0.000    0.139    0.000 <frozen importlib._bootstrap_external>:58(<listcomp>)
     4038    0.025    0.000    0.041    0.000 <frozen importlib._bootstrap_external>:62(_path_split)
     2019    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:719(create_module)
   2019/2    0.019    0.000    7.428    3.714 <frozen importlib._bootstrap_external>:722(exec_module)
     9596    0.027    0.000    0.106    0.000 <frozen importlib._bootstrap_external>:74(_path_stat)
     2019    0.058    0.000    0.653    0.000 <frozen importlib._bootstrap_external>:793(get_code)
     4499    0.017    0.000    0.062    0.000 <frozen importlib._bootstrap_external>:84(_path_is_mode_type)
     2021    0.004    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:884(__init__)
     2019    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:909(get_filename)
     2019    0.042    0.000    0.074    0.000 <frozen importlib._bootstrap_external>:914(get_data)
     4154    0.013    0.000    0.071    0.000 <frozen importlib._bootstrap_external>:93(_path_isfile)
     2019    0.008    0.000    0.029    0.000 <frozen importlib._bootstrap_external>:951(path_stats)
      345    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:98(_path_isdir)
      430    0.001    0.000    0.001    0.000 <string>:1(<module>)
    24257    0.082    0.000    0.132    0.000 <string>:1(__new__)
      120    0.000    0.000    0.000    0.000 <string>:2(<module>)
        1    0.000    0.000    0.000    0.000 NodeFilter.py:4(<module>)
        1    0.000    0.000    0.000    0.000 NodeFilter.py:4(NodeFilter)
        1    0.000    0.000    0.000    0.000 __about__.py:4(<module>)
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:80(_Feature)
       10    0.000    0.000    0.000    0.000 __future__.py:81(__init__)
      132    0.002    0.000    1.142    0.009 __init__.py:1(<module>)
        5    0.000    0.000    0.000    0.000 __init__.py:10(<listcomp>)
        5    0.000    0.000    0.029    0.006 __init__.py:10(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:10(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:100(NotSupportedErr)
        2    0.000    0.000    0.000    0.000 __init__.py:1000(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1022(emit)
        1    0.000    0.000    0.000    0.000 __init__.py:103(InuseAttributeErr)
        1    0.000    0.000    0.000    0.000 __init__.py:106(<listcomp>)
        1    0.000    0.000    0.252    0.252 __init__.py:106(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:106(InvalidStateErr)
        1    0.000    0.000    0.000    0.000 __init__.py:1070(FileHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1079(_get_thread_id)
        1    0.000    0.000    0.000    0.000 __init__.py:109(<listcomp>)
        1    0.000    0.000    0.052    0.052 __init__.py:109(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:109(SyntaxErr)
        5    0.000    0.000    0.000    0.000 __init__.py:11(<listcomp>)
        1    0.000    0.000    0.001    0.001 __init__.py:11(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:11(set_keras_submodules)
        1    0.000    0.000    0.000    0.000 __init__.py:1109(ExtractionError)
        1    0.000    0.000    0.000    0.000 __init__.py:112(InvalidModificationErr)
        1    0.000    0.000    0.000    0.000 __init__.py:1125(ResourceManager)
        1    0.000    0.000    0.000    0.000 __init__.py:1128(_initialize)
        1    0.000    0.000    0.000    0.000 __init__.py:1129(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1139(_StderrHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1145(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1148(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:115(NamespaceErr)
        1    0.000    0.000    0.000    0.000 __init__.py:1163(PlaceHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:1169(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:117(getLevelName)
        1    0.000    0.000    0.000    0.000 __init__.py:118(InvalidAccessErr)
        2    0.000    0.000    0.000    0.000 __init__.py:1186(setLoggerClass)
        1    0.000    0.000    0.038    0.038 __init__.py:119(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:1199(getLoggerClass)
        1    0.000    0.000    0.000    0.000 __init__.py:120(PEP440Warning)
        1    0.000    0.000    0.000    0.000 __init__.py:1205(Manager)
        1    0.000    0.000    0.000    0.000 __init__.py:121(ValidationErr)
        1    0.000    0.000    0.000    0.000 __init__.py:1210(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:122(<listcomp>)
        5    0.000    0.000    0.000    0.000 __init__.py:1221(getLogger)
        1    0.000    0.000    0.000    0.000 __init__.py:124(UserDataHandler)
       12    0.000    0.000    0.001    0.000 __init__.py:1242(copy)
        5    0.000    0.000    0.000    0.000 __init__.py:1272(_fixupParents)
        1    0.000    0.000    0.000    0.000 __init__.py:129(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1293(_BoardState)
       12    0.000    0.000    0.000    0.000 __init__.py:1295(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:13(<listcomp>)
        1    0.000    0.000    0.195    0.195 __init__.py:13(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:1309(_clear_cache)
      138    0.001    0.000    0.004    0.000 __init__.py:1317(safe_name)
      160    0.001    0.000    0.021    0.000 __init__.py:1325(safe_version)
        1    0.000    0.000    0.000    0.000 __init__.py:1326(Logger)
        1    0.000    0.000    0.003    0.003 __init__.py:1335(Board)
        6    0.000    0.000    0.000    0.000 __init__.py:1341(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:135(<module>)
   108034    0.143    0.000    0.143    0.000 __init__.py:135(square_file)
        2    0.000    0.000    0.000    0.000 __init__.py:1354(setLevel)
        4    0.000    0.000    0.000    0.000 __init__.py:137(_declare_state)
       39    0.001    0.000    0.042    0.001 __init__.py:1375(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1383(NullProvider)
        6    0.000    0.000    0.001    0.000 __init__.py:1385(warning)
       14    0.000    0.000    0.000    0.000 __init__.py:139(_check_size)
   107820    0.140    0.000    0.140    0.000 __init__.py:139(square_rank)
        1    0.000    0.000    0.000    0.000 __init__.py:1399(reset)
        2    0.000    0.000    0.000    0.000 __init__.py:14(<listcomp>)
        1    0.000    0.000    0.066    0.066 __init__.py:14(<module>)
       91    0.000    0.000    0.010    0.000 __init__.py:1406(has_metadata)
       23    0.000    0.000    0.003    0.000 __init__.py:1409(get_metadata)
        1    0.000    0.000    0.000    0.000 __init__.py:1409(reset_board)
        1    0.000    0.000    0.000    0.000 __init__.py:141(dynamic_wildcard_import)
       12    0.000    0.000    0.000    0.000 __init__.py:1413(clear)
       23    0.000    0.000    0.003    0.000 __init__.py:1415(get_metadata_lines)
       12    0.000    0.000    0.000    0.000 __init__.py:1431(clear_board)
      580    0.003    0.000    0.005    0.000 __init__.py:1434(log)
       39    0.000    0.000    0.000    0.000 __init__.py:1435(clear_stack)
        1    0.000    0.000    0.000    0.000 __init__.py:145(<listcomp>)
       25    0.001    0.000    0.002    0.000 __init__.py:1458(generate_pseudo_legal_moves)
        1    0.000    0.000    0.000    0.000 __init__.py:146(<dictcomp>)
    53810    0.614    0.000    1.117    0.000 __init__.py:147(square_distance)
      114    0.001    0.000    0.010    0.000 __init__.py:1470(_fn)
      114    0.001    0.000    0.007    0.000 __init__.py:1476(_validate_resource_path)
        1    0.000    0.000    0.000    0.000 __init__.py:1481(makeRecord)
       11    0.000    0.000    0.000    0.000 __init__.py:149(__RandomState_ctor)
        1    0.000    0.000    0.000    0.000 __init__.py:1496(_log)
       25    0.006    0.000    6.545    0.262 __init__.py:15(<module>)
       12    0.000    0.000    0.000    0.000 __init__.py:15(search_path)
        1    0.000    0.000    0.006    0.006 __init__.py:150(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:151(py_object)
        1    0.000    0.000    0.000    0.000 __init__.py:1521(handle)
       64    0.000    0.000    0.000    0.000 __init__.py:153(square_mirror)
        2    0.000    0.000    0.000    0.000 __init__.py:1531(addHandler)
       13    0.000    0.000    0.001    0.000 __init__.py:1545(is_check)
        1    0.000    0.000    0.000    0.000 __init__.py:1549(EggProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:157(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1571(DefaultProvider)
       91    0.000    0.000    0.001    0.000 __init__.py:1574(_has)
        1    0.000    0.000    0.000    0.000 __init__.py:1575(callHandlers)
        1    0.000    0.000    0.000    0.000 __init__.py:158(_VerbosityFlag)
       23    0.000    0.000    0.001    0.000 __init__.py:1586(_get)
        1    0.000    0.000    0.000    0.000 __init__.py:1590(_register)
       10    0.001    0.000    0.798    0.080 __init__.py:16(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:160(c_short)
        1    0.000    0.000    0.000    0.000 __init__.py:1601(EmptyProvider)
        3    0.000    0.000    0.000    0.000 __init__.py:1605(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 __init__.py:161(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:161(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1614(__init__)
      586    0.001    0.000    0.001    0.000 __init__.py:1619(isEnabledFor)
        1    0.000    0.000    0.000    0.000 __init__.py:1621(ZipManifests)
       15    0.000    0.000    0.000    0.000 __init__.py:1626(is_variant_end)
        1    0.000    0.000    0.015    0.015 __init__.py:164(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:164(c_ushort)
        1    0.000    0.000    0.000    0.000 __init__.py:1648(MemoizedZipManifests)
        1    0.000    0.000    0.000    0.000 __init__.py:1667(RootLogger)
        1    0.000    0.000    0.000    0.000 __init__.py:1668(ZipProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:1673(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:168(c_long)
        1    0.000    0.000    0.000    0.000 __init__.py:1684(LoggerAdapter)
        4    0.000    0.000    0.705    0.176 __init__.py:17(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:171(value)
        1    0.000    0.000    0.000    0.000 __init__.py:172(c_ulong)
        1    0.000    0.000    0.000    0.000 __init__.py:173(<listcomp>)
       13    0.000    0.000    0.007    0.001 __init__.py:1730(is_checkmate)
        1    0.000    0.000    0.000    0.000 __init__.py:176(_update_logging_levels)
        1    0.000    0.000    0.003    0.003 __init__.py:177(get_supported_platform)
        3    0.000    0.000    0.555    0.185 __init__.py:18(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:18(Node)
        1    0.000    0.000    0.000    0.000 __init__.py:181(c_int)
        1    0.000    0.000    0.000    0.000 __init__.py:1843(FileMetadata)
        1    0.000    0.000    0.000    0.000 __init__.py:185(<listcomp>)
